trade_id,market_id,question,outcome_label,entry_time,exit_time,entry_price,exit_price,pre_crash_high,drop_pct,size_usd,shares,hold_hours,pnl_usd,is_profitable,exit_reason,entry_hour_utc,entry_dow,recovered_to_pct_of_high
112,544093,Will Harvey Weinstein be sentenced to less than 5 years in prison?,Yes,2026-04-09T13:19:32+00:00,2026-04-09T15:34:50.811993,0.0485,0.0645,0.067,27.6119,5.0,103.0928,2.26,1.6495,1,RECOVERY,13,3,96.2687
113,544093,Will Harvey Weinstein be sentenced to less than 5 years in prison?,Yes,2026-04-09T17:35:03+00:00,2026-04-09T17:50:05.671417,0.054,0.061,0.0645,16.2791,5.0,92.5926,0.25,0.6481,1,RECOVERY,17,3,94.5736
114,553857,Will the Cleveland Cavaliers win the 2026 NBA Finals?,Yes,2026-04-08T01:08:03+00:00,2026-04-09T19:05:13.781369,0.0425,0.0455,0.0505,15.8416,5.0,117.6471,41.95,0.3529,1,RECOVERY,1,2,90.099
115,561370,Will Kon Knueppel win the 2025–26 NBA Rookie of the Year award?,No,2026-04-09T18:35:11+00:00,2026-04-09T19:35:16.459207,0.4455,0.505,0.56,20.4464,5.0,11.2233,1.0,0.6678,1,RECOVERY,18,3,90.1786
116,553838,Will the Minnesota Wild win the 2026 NHL Stanley Cup?,Yes,2026-04-09T06:48:40+00:00,2026-04-09T20:20:20.250541,0.0435,0.0505,0.0525,17.1429,5.0,114.9425,13.53,0.8046,1,RECOVERY,6,3,96.1905
117,544096,Will Harvey Weinstein be sentenced to between 20 and 30 years in prison?,Yes,2026-04-08T09:39:05+00:00,2026-04-09T22:50:29.996657,0.1925,0.2635,0.2415,20.2899,5.0,25.974,37.19,1.8442,1,RECOVERY,9,2,109.1097
118,544096,Will Harvey Weinstein be sentenced to between 20 and 30 years in prison?,Yes,2026-04-09T23:50:33+00:00,2026-04-10T00:05:34.181674,0.205,0.2385,0.2635,22.2011,5.0,24.3902,0.25,0.8171,1,RECOVERY,23,3,90.5123
119,544093,Will Harvey Weinstein be sentenced to less than 5 years in prison?,Yes,2026-04-10T00:05:35+00:00,2026-04-10T00:20:36.613267,0.0575,0.0645,0.07,17.8571,5.0,86.9565,0.25,0.6087,1,RECOVERY,0,4,92.1429
120,561370,Will Kon Knueppel win the 2025–26 NBA Rookie of the Year award?,No,2026-04-09T20:35:21+00:00,2026-04-10T01:05:39.927031,0.449,0.492,0.542,17.1587,5.0,11.1359,4.51,0.4788,1,RECOVERY,20,3,90.7749
121,553852,Will the Pittsburgh Penguins win the 2026 NHL Stanley Cup?,Yes,2026-04-08T13:39:35+00:00,2026-04-10T14:07:39.930798,0.0425,0.044,0.054,21.2963,5.0,117.6471,48.47,0.1765,1,TIMEOUT_48H,13,2,81.4815
122,553829,Will the Vegas Golden Knights win the 2026 NHL Stanley Cup?,Yes,2026-04-09T04:48:22+00:00,2026-04-10T19:38:39.837392,0.056,0.066,0.0695,19.4245,5.0,89.2857,38.84,0.8929,1,RECOVERY,4,3,94.964
123,561365,Will Cooper Flagg win the 2025–26 NBA Rookie of the Year award?,Yes,2026-04-09T18:35:10+00:00,2026-04-11T01:09:32.462455,0.243,0.602,0.561,56.6845,5.0,20.5761,30.57,7.3868,1,RECOVERY,18,3,107.3084
124,561365,Will Cooper Flagg win the 2025–26 NBA Rookie of the Year award?,Yes,2026-04-11T02:24:45+00:00,2026-04-11T02:54:51.601307,0.5855,0.6405,0.6945,15.6947,5.0,8.5397,0.5,0.4697,1,RECOVERY,2,5,92.2246
125,553852,Will the Pittsburgh Penguins win the 2026 NHL Stanley Cup?,Yes,2026-04-10T19:08:34+00:00,2026-04-11T03:24:56.302940,0.0375,0.042,0.0445,15.7303,5.0,133.3333,8.27,0.6,1,RECOVERY,19,4,94.382
126,643399,Will the Portland Trail Blazers make the NBA Playoffs?,No,2026-04-11T04:24:44+00:00,2026-04-11T04:40:08.348419,0.435,0.51,0.565,23.0088,5.0,11.4943,0.26,0.8621,1,RECOVERY,4,5,90.2655
127,643398,Will the Phoenix Suns make the NBA Playoffs?,No,2026-04-11T04:24:44+00:00,2026-04-11T04:40:08.349143,0.23,0.265,0.285,19.2982,5.0,21.7391,0.26,0.7609,1,RECOVERY,4,5,92.9825
128,643396,Will the Orlando Magic make the NBA Playoffs?,No,2026-04-11T05:10:55+00:00,2026-04-11T05:41:41.045789,0.195,0.235,0.25,22.0,5.0,25.641,0.51,1.0256,1,RECOVERY,5,5,94.0
129,643397,Will the Philadelphia 76ers make the NBA Playoffs?,No,2026-04-11T04:40:09+00:00,2026-04-11T06:12:24.653279,0.26,0.305,0.325,20.0,5.0,19.2308,1.54,0.8654,1,RECOVERY,4,5,93.8462
130,947289,Will Roberto Sánchez Palomino win the 2026 Peruvian presidential election?,Yes,2026-04-11T05:26:19+00:00,2026-04-11T06:27:46.203214,0.053,0.059,0.0635,16.5354,5.0,94.3396,1.02,0.566,1,RECOVERY,5,5,92.9134
131,1006079,Will US GDP growth in Q1 2026 be greater than 3.5%?,Yes,2026-04-11T06:12:25+00:00,2026-04-11T06:27:46.203371,0.055,0.07,0.065,15.3846,5.0,90.9091,0.26,1.3636,1,RECOVERY,6,5,107.6923
132,897017,Will Netflix close Warner Bros acquisition?,Yes,2026-04-11T07:13:55+00:00,2026-04-11T09:44:19.694909,0.0405,0.049,0.049,17.3469,5.0,123.4568,2.51,1.0494,1,RECOVERY,7,5,100.0
133,568652,Will Justin Rose win the 2026 Masters tournament?,Yes,2026-04-11T11:16:40+00:00,2026-04-11T11:47:27.865529,0.0325,0.037,0.0395,17.7215,5.0,153.8462,0.51,0.6923,1,RECOVERY,11,5,93.6709
134,544097,Will Harvey Weinstein be sentenced to more than 30 years in prison?,Yes,2026-04-09T12:19:26+00:00,2026-04-11T12:33:25.889826,0.126,0.126,0.1515,16.8317,5.0,39.6825,48.23,0.0,0,TIMEOUT_48H,12,3,83.1683
135,694160,"Will Axiom launch a token by December 31, 2026?",Yes,2026-04-11T13:19:03+00:00,2026-04-11T13:49:25.253625,0.22,0.265,0.275,20.0,5.0,22.7273,0.51,1.0227,1,RECOVERY,13,5,96.3636
136,643390,Will the Miami Heat make the NBA Playoffs?,Yes,2026-04-11T07:29:16+00:00,2026-04-11T14:50:07.144432,0.22,0.29,0.26,15.3846,5.0,22.7273,7.35,1.5909,1,RECOVERY,7,5,111.5385
137,568648,Will Patrick Reed win the 2026 Masters tournament?,Yes,2026-04-11T14:50:07+00:00,2026-04-11T15:05:17.695628,0.0375,0.0485,0.0485,22.6804,5.0,133.3333,0.25,1.4667,1,RECOVERY,14,5,100.0
138,693491,Will Venezuela recognize Israel by June 30?,Yes,2026-04-11T12:48:40+00:00,2026-04-11T17:06:43.398198,0.06,0.085,0.075,20.0,5.0,83.3333,4.3,2.0833,1,RECOVERY,12,5,113.3333
139,568665,Will Sam Burns win the 2026 Masters tournament?,Yes,2026-04-11T18:07:22+00:00,2026-04-11T18:37:43.755949,0.035,0.0375,0.0415,15.6627,5.0,142.8571,0.51,0.3571,1,RECOVERY,18,5,90.3614
140,561365,Will Cooper Flagg win the 2025–26 NBA Rookie of the Year award?,No,2026-04-09T18:50:12+00:00,2026-04-11T18:52:53.842937,0.4955,0.4955,0.757,34.5443,5.0,10.0908,48.04,0.0,0,TIMEOUT_48H,18,3,65.4557
141,951183,Will the Bharatiya Janata Party (BJP) win the most seats in the 2026 West Bengal Legislative Assembly election?,No,2026-04-11T13:49:25+00:00,2026-04-11T19:23:13.218957,0.5095,0.543,0.6025,15.4357,5.0,9.8135,5.56,0.3288,1,RECOVERY,13,5,90.1245
142,629085,Will the Tampa Bay Lightning win the Atlantic Division?,Yes,2026-04-11T18:07:23+00:00,2026-04-11T19:23:13.219091,0.05,0.085,0.08,37.5,5.0,100.0,1.26,3.5,1,RECOVERY,18,5,106.25
143,568668,Will Cameron Young win the 2026 Masters tournament?,Yes,2026-04-11T20:39:05+00:00,2026-04-11T20:54:17.223313,0.1185,0.1905,0.142,16.5493,5.0,42.1941,0.25,3.038,1,RECOVERY,20,5,134.1549
144,568630,Will Rory McIlroy win the 2026 Masters tournament?,Yes,2026-04-11T19:08:03+00:00,2026-04-11T21:24:38.503809,0.58,0.655,0.715,18.8811,5.0,8.6207,2.28,0.6466,1,RECOVERY,19,5,91.6084
145,568668,Will Cameron Young win the 2026 Masters tournament?,No,2026-04-11T20:54:17+00:00,2026-04-11T21:24:38.503939,0.8095,0.885,0.9805,17.4401,5.0,6.1767,0.51,0.4663,1,RECOVERY,20,5,90.2601
146,947288,Will Jorge Nieto win the 2026 Peruvian presidential election?,Yes,2026-04-11T21:09:28+00:00,2026-04-11T21:39:48.992832,0.0345,0.0495,0.049,29.5918,5.0,144.9275,0.51,2.1739,1,RECOVERY,21,5,101.0204
147,568630,Will Rory McIlroy win the 2026 Masters tournament?,No,2026-04-11T21:24:39+00:00,2026-04-11T21:39:48.992969,0.345,0.585,0.495,30.303,5.0,14.4928,0.25,3.4783,1,RECOVERY,21,5,118.1818
148,568647,Will Shane Lowry win the 2026 Masters tournament?,Yes,2026-04-11T20:39:05+00:00,2026-04-12T00:11:30.620393,0.061,0.072,0.0795,23.2704,5.0,81.9672,3.54,0.9016,1,RECOVERY,20,5,90.566
149,568653,Will Jason Day win the 2026 Masters tournament?,Yes,2026-04-12T00:11:30+00:00,2026-04-12T00:26:40.365082,0.031,0.035,0.0365,15.0685,5.0,161.2903,0.25,0.6452,1,RECOVERY,0,6,95.8904
150,1003801,Will the All India Anna Dravida Munnetra Kazhagam (ADMK) win the most seats in the 2026 Tamil Nadu Legislative Assembly ,Yes,2026-04-12T00:26:41+00:00,2026-04-12T01:12:11.953579,0.116,0.142,0.1405,17.4377,5.0,43.1034,0.76,1.1207,1,RECOVERY,0,6,101.0676
151,1003803,Will the Dravida Munnetra Kazhagam (DMK) win the most seats in the 2026 Tamil Nadu Legislative Assembly election?,No,2026-04-12T00:26:40+00:00,2026-04-12T01:27:21.963577,0.21,0.225,0.25,16.0,5.0,23.8095,1.01,0.3571,1,RECOVERY,0,6,90.0
152,559651,Xi Jinping out before 2027?,Yes,2026-04-10T01:35:42+00:00,2026-04-12T01:42:31.974476,0.0845,0.0845,0.1115,24.2152,5.0,59.1716,48.11,0.0,0,TIMEOUT_48H,1,4,75.7848
153,991924,Will David Bailey be the second pick in the 2026 NFL draft?,Yes,2026-04-11T23:41:10+00:00,2026-04-12T01:57:41.916939,0.26,0.48,0.465,44.086,5.0,19.2308,2.28,4.2308,1,RECOVERY,23,5,103.2258
154,693485,Will Lebanon recognize Israel by June 30?,Yes,2026-04-12T03:28:43+00:00,2026-04-12T04:44:32.528981,0.1585,0.1815,0.2015,21.34,5.0,31.5457,1.26,0.7256,1,RECOVERY,3,6,90.0744
155,667075,Consensys IPO closing market cap above $3B?,Yes,2026-04-12T03:28:42+00:00,2026-04-12T07:01:05.128055,0.165,0.18,0.195,15.3846,5.0,30.303,3.54,0.4545,1,RECOVERY,3,6,92.3077
156,1003805,Will Tamilaga Vettri Kazhagam (TVK) win the most seats in the 2026 Tamil Nadu Legislative Assembly election?,Yes,2026-04-12T08:16:57+00:00,2026-04-12T08:32:12.375461,0.0605,0.069,0.0755,19.8675,5.0,82.6446,0.25,0.7025,1,RECOVERY,8,6,91.3907
157,645082,Will Connor McDavid win the 2025–2026 NHL Art Ross Trophy?,No,2026-04-12T10:20:16+00:00,2026-04-12T10:35:31.956397,0.0705,0.0795,0.0835,15.5689,1.0,14.1844,0.25,0.1277,1,RECOVERY,10,6,95.2096
158,630818,Will the Democrats win the Minnesota Senate race in 2026?,No,2026-04-12T11:36:15+00:00,2026-04-12T11:51:27.950129,0.095,0.115,0.12,20.8333,1.0,10.5263,0.25,0.2105,1,RECOVERY,11,6,95.8333
159,991924,Will David Bailey be the second pick in the 2026 NFL draft?,No,2026-04-12T01:57:42+00:00,2026-04-12T12:52:09.662951,0.52,0.71,0.74,29.7297,5.0,9.6154,10.91,1.8269,1,RECOVERY,1,6,95.9459
160,814613,Will the Democratic Progressive Party (DPP) win the most head of local government elections in the 2026 Taiwan local ele,No,2026-04-12T12:06:39+00:00,2026-04-12T13:37:39.387859,0.675,0.77,0.835,19.1617,1.0,1.4815,1.52,0.1407,1,RECOVERY,12,6,92.2156
161,544093,Will Harvey Weinstein be sentenced to less than 5 years in prison?,Yes,2026-04-10T14:37:45+00:00,2026-04-12T14:38:22.597766,0.0395,0.0395,0.055,28.1818,5.0,126.5823,48.01,0.0,0,TIMEOUT_48H,14,4,71.8182
162,646272,Will the Los Angeles Kings make the NHL Playoffs?,No,2026-04-12T03:59:03+00:00,2026-04-12T16:24:37.649941,0.145,0.285,0.3,51.6667,5.0,34.4828,12.43,4.8276,1,RECOVERY,3,6,95.0
163,646272,Will the Los Angeles Kings make the NHL Playoffs?,Yes,2026-04-12T16:24:38+00:00,2026-04-12T16:39:48.807058,0.715,0.86,0.845,15.3846,1.0,1.3986,0.25,0.2028,1,RECOVERY,16,6,101.7751
164,644510,"Spain snap election called by June 30, 2026?",Yes,2026-04-11T11:16:40+00:00,2026-04-12T17:25:23.175713,0.045,0.065,0.065,30.7692,5.0,111.1111,30.15,2.2222,1,RECOVERY,11,5,100.0
165,568629,Will Scottie Scheffler win the 2026 Masters tournament?,Yes,2026-04-11T19:23:13+00:00,2026-04-12T17:25:23.175885,0.069,0.0955,0.105,34.2857,5.0,72.4638,22.04,1.9203,1,RECOVERY,19,5,90.9524
166,568652,Will Justin Rose win the 2026 Masters tournament?,No,2026-04-12T20:12:23+00:00,2026-04-12T21:28:15.547082,0.683,0.895,0.964,29.1494,1.0,1.4641,1.26,0.3104,1,RECOVERY,20,6,92.8423
167,629720,Will the Democrats win the Wisconsin governor race in 2026?,No,2026-04-12T22:28:56+00:00,2026-04-12T22:44:06.033241,0.14,0.15,0.165,15.1515,1.0,7.1429,0.25,0.0714,1,RECOVERY,22,6,90.9091
168,631018,Will the Republicans win the Mississippi Senate race in 2026?,No,2026-04-12T23:44:46+00:00,2026-04-12T23:59:57.020331,0.085,0.095,0.105,19.0476,1.0,11.7647,0.25,0.1176,1,RECOVERY,23,6,90.4762
169,629465,Will the Republicans win the Michigan governor race in 2026?,Yes,2026-04-12T13:52:49+00:00,2026-04-13T00:30:17.666534,0.195,0.21,0.23,15.2174,1.0,5.1282,10.62,0.0769,1,RECOVERY,13,6,91.3043
170,553829,Will the Vegas Golden Knights win the 2026 NHL Stanley Cup?,Yes,2026-04-11T00:39:27+00:00,2026-04-13T00:45:27.860203,0.0575,0.0575,0.0685,16.0584,5.0,86.9565,48.1,0.0,0,TIMEOUT_48H,0,5,83.9416
171,561370,Will Kon Knueppel win the 2025–26 NBA Rookie of the Year award?,Yes,2026-04-11T01:09:32+00:00,2026-04-13T01:15:49.719901,0.3795,0.3795,0.5385,29.5265,5.0,13.1752,48.1,0.0,0,TIMEOUT_48H,1,5,70.4735
172,991917,Will Arvell Reese be the second pick in the 2026 NFL draft?,Yes,2026-04-12T22:44:06+00:00,2026-04-13T01:46:09.911253,0.345,0.49,0.515,33.0097,1.0,2.8986,3.03,0.4203,1,RECOVERY,22,6,95.1456
173,561370,Will Kon Knueppel win the 2025–26 NBA Rookie of the Year award?,No,2026-04-11T02:24:46+00:00,2026-04-13T02:31:42.225679,0.5865,0.5865,0.7145,17.9146,5.0,8.5251,48.12,0.0,0,TIMEOUT_48H,2,5,82.0854
174,561365,Will Cooper Flagg win the 2025–26 NBA Rookie of the Year award?,Yes,2026-04-11T03:55:00+00:00,2026-04-13T04:02:43.314955,0.5825,0.5825,0.6945,16.1267,5.0,8.5837,48.13,0.0,0,TIMEOUT_48H,3,5,83.8733
175,643402,Will the Toronto Raptors make the NBA Playoffs?,No,2026-04-11T04:24:44+00:00,2026-04-13T04:33:03.026732,0.0845,0.0845,0.1,15.5,5.0,59.1716,48.14,0.0,0,TIMEOUT_48H,4,5,84.5
176,643386,Will the Los Angeles Clippers make the NBA Playoffs?,Yes,2026-04-11T04:40:09+00:00,2026-04-13T04:48:12.662672,0.37,0.37,0.545,32.1101,5.0,13.5135,48.13,0.0,0,TIMEOUT_48H,4,5,67.8899
177,703736,Will Gary Goodweather win the 2026 Democratic D.C. Mayoral Primary?,Yes,2026-04-13T04:33:03+00:00,2026-04-13T04:48:12.662807,0.056,0.0605,0.067,16.4179,1.0,17.8571,0.25,0.0804,1,RECOVERY,4,0,90.2985
178,991917,Will Arvell Reese be the second pick in the 2026 NFL draft?,No,2026-04-13T01:46:10+00:00,2026-04-13T05:03:23.047313,0.51,0.605,0.67,23.8806,1.0,1.9608,3.29,0.1863,1,RECOVERY,1,0,90.2985
179,643379,Will the Golden State Warriors make the NBA Playoffs?,Yes,2026-04-11T05:41:41+00:00,2026-04-13T05:48:54.046481,0.225,0.225,0.285,21.0526,5.0,22.2222,48.12,0.0,0,TIMEOUT_48H,5,5,78.9474
180,646258,Will the Philadelphia Flyers make the NHL Playoffs?,No,2026-04-13T03:17:12+00:00,2026-04-13T05:48:54.046698,0.215,0.42,0.395,45.5696,1.0,4.6512,2.53,0.9535,1,RECOVERY,3,0,106.3291
181,646258,Will the Philadelphia Flyers make the NHL Playoffs?,Yes,2026-04-13T05:48:54+00:00,2026-04-13T06:04:00.558803,0.58,0.765,0.785,26.1146,1.0,1.7241,0.25,0.319,1,RECOVERY,5,0,97.4522
182,707034,Will Solstice launch a token by December 31 2026?,No,2026-04-13T12:25:49+00:00,2026-04-13T12:40:59.626672,0.04,0.0525,0.0525,23.8095,1.0,25.0,0.25,0.3125,1,RECOVERY,12,0,100.0
183,646269,Will the Anaheim Ducks make the NHL Playoffs?,No,2026-04-13T11:40:25+00:00,2026-04-13T14:12:51.521401,0.088,0.1465,0.1405,37.3665,1.0,11.3636,2.54,0.6648,1,RECOVERY,11,0,104.2705
184,629398,Will the Republicans win the Iowa governor race in 2026?,Yes,2026-04-13T13:41:50+00:00,2026-04-13T14:12:51.522181,0.305,0.355,0.375,18.6667,1.0,3.2787,0.52,0.1639,1,RECOVERY,13,0,94.6667
185,629398,Will the Republicans win the Iowa governor race in 2026?,No,2026-04-13T14:43:17+00:00,2026-04-13T15:14:08.599068,0.59,0.69,0.7,15.7143,1.0,1.6949,0.51,0.1695,1,RECOVERY,14,0,98.5714
186,631045,Will the Republicans win the Florida Senate race in 2026?,No,2026-04-13T16:01:56+00:00,2026-04-13T16:17:07.335867,0.17,0.21,0.225,24.4444,1.0,5.8824,0.25,0.2353,1,RECOVERY,16,0,93.3333
187,656311,Will OpenAI IPO by June 30 2026?,Yes,2026-04-13T10:24:22+00:00,2026-04-13T16:47:28.810582,0.0365,0.042,0.0435,16.092,1.0,27.3973,6.39,0.1507,1,RECOVERY,10,0,96.5517
188,943826,Will the Republican Party hold exactly 54 Senate seats after the 2026 midterm elections?,Yes,2026-04-13T16:32:17+00:00,2026-04-13T17:17:48.704821,0.039,0.0475,0.0475,17.8947,1.0,25.641,0.76,0.2179,1,RECOVERY,16,0,100.0
189,568646,Will Tommy Fleetwood win the 2026 Masters tournament?,Yes,2026-04-11T17:21:54+00:00,2026-04-13T17:32:59.105975,0.0465,0.0465,0.055,15.4545,5.0,107.5269,48.18,0.0,0,TIMEOUT_48H,17,5,84.5455
190,568711,Will Hao-Tong Li win the 2026 Masters tournament?,Yes,2026-04-11T20:39:06+00:00,2026-04-13T20:50:05.462855,0.044,0.044,0.0595,26.0504,5.0,113.6364,48.18,0.0,0,TIMEOUT_48H,20,5,73.9496
191,630667,Will the Republicans win the Colorado Senate race in 2026?,Yes,2026-04-13T13:57:18+00:00,2026-04-13T20:50:05.462979,0.055,0.06,0.065,15.3846,1.0,18.1818,6.88,0.0909,1,RECOVERY,13,0,92.3077
192,629721,Will the Republicans win the Wisconsin governor race in 2026?,Yes,2026-04-12T18:26:07+00:00,2026-04-13T22:05:51.008145,0.16,0.185,0.195,17.9487,1.0,6.25,27.66,0.1562,1,RECOVERY,18,6,94.8718
193,644406,Will the New York Knicks win more than 53.5 regular season games in 2025–26?,Yes,2026-04-11T23:25:59+00:00,2026-04-13T23:36:47.679216,0.1795,0.1795,0.3,40.1667,5.0,27.8552,48.18,0.0,0,TIMEOUT_48H,23,5,59.8333
194,947271,Will Carlos Álvarez win the 2026 Peruvian presidential election?,Yes,2026-04-11T23:56:19+00:00,2026-04-14T00:07:05.830772,0.1215,0.1215,0.161,24.5342,5.0,41.1523,48.18,0.0,0,TIMEOUT_48H,23,5,75.4658
195,646254,Will the Columbus Blue Jackets make the NHL Playoffs?,No,2026-04-14T00:07:05+00:00,2026-04-14T00:22:15.371992,0.795,0.8745,0.956,16.841,1.0,1.2579,0.25,0.1,1,RECOVERY,0,1,91.4749
196,629083,Will the Montreal Canadiens win the Atlantic Division?,Yes,2026-04-12T00:41:50+00:00,2026-04-14T00:52:34.112752,0.115,0.115,0.1905,39.6325,5.0,43.4783,48.18,0.0,0,TIMEOUT_48H,0,6,60.3675
197,629080,Will the Buffalo Sabres win the Atlantic Division?,No,2026-04-12T00:57:01+00:00,2026-04-14T01:07:43.537035,0.252,0.252,0.3665,31.2415,5.0,19.8413,48.18,0.0,0,TIMEOUT_48H,0,6,68.7585
198,645085,Will Nikita Kucherov win the 2025–2026 NHL Art Ross Trophy?,Yes,2026-04-12T01:12:12+00:00,2026-04-14T01:22:52.640113,0.0725,0.0725,0.086,15.6977,5.0,68.9655,48.18,0.0,0,TIMEOUT_48H,1,6,84.3023
199,630884,Will the Republicans win the North Carolina Senate race in 2026?,Yes,2026-04-12T02:12:52+00:00,2026-04-14T02:23:31.084896,0.14,0.145,0.165,15.1515,5.0,35.7143,48.18,0.1786,1,TIMEOUT_48H,2,6,87.8788
200,646266,Will the Nashville Predators make the NHL Playoffs?,No,2026-04-13T05:48:54+00:00,2026-04-14T02:23:31.085016,0.71,0.995,0.875,18.8571,1.0,1.4085,20.58,0.4014,1,RECOVERY,5,0,113.7143
201,629478,Will the Republicans win the Minnesota governor race in 2026?,Yes,2026-04-13T14:58:39+00:00,2026-04-14T03:08:59.974513,0.055,0.065,0.07,21.4286,1.0,18.1818,12.17,0.1818,1,RECOVERY,14,0,92.8571
202,629708,Will the Republicans win the Vermont governor race in 2026?,Yes,2026-04-14T03:24:09+00:00,2026-04-14T03:39:18.862797,0.67,0.72,0.79,15.1899,1.0,1.4925,0.25,0.0746,1,RECOVERY,3,1,91.1392
203,703731,Will Janeese Lewis George win the 2026 Democratic D.C. Mayoral Primary?,No,2026-04-14T04:40:06+00:00,2026-04-14T04:55:41.648940,0.375,0.425,0.46,18.4783,1.0,2.6667,0.26,0.1333,1,RECOVERY,4,1,92.3913
204,732179,Felix Protocol FDV above $50M one day after launch?,Yes,2026-04-12T15:54:15+00:00,2026-04-14T05:57:53.340298,0.339,0.3925,0.424,20.0472,1.0,2.9499,38.06,0.1578,1,RECOVERY,15,6,92.5708
205,943824,Will the Republican Party hold exactly 52 Senate seats after the 2026 midterm elections?,Yes,2026-04-13T13:11:14+00:00,2026-04-14T06:29:01.650500,0.034,0.052,0.0575,40.8696,1.0,29.4118,17.3,0.5294,1,RECOVERY,13,0,90.4348
206,629054,Will the Edmonton Oilers win the Pacific Division?,Yes,2026-04-12T07:46:34+00:00,2026-04-14T07:47:06.161541,0.105,0.105,0.175,40.0,5.0,47.619,48.01,0.0,0,TIMEOUT_48H,7,6,60.0
207,703733,Will Kenyan McDuffie win the 2026 Democratic D.C. Mayoral Primary?,No,2026-04-14T10:21:01+00:00,2026-04-14T11:36:50.999377,0.67,0.725,0.795,15.7233,1.0,1.4925,1.26,0.0821,1,RECOVERY,10,1,91.195
208,629708,Will the Republicans win the Vermont governor race in 2026?,No,2026-04-14T03:39:19+00:00,2026-04-14T11:52:00.914587,0.28,0.3,0.33,15.1515,1.0,3.5714,8.21,0.0714,1,RECOVERY,3,1,90.9091
209,703731,Will Janeese Lewis George win the 2026 Democratic D.C. Mayoral Primary?,Yes,2026-04-14T12:52:38+00:00,2026-04-14T13:07:48.139761,0.53,0.605,0.65,18.4615,1.0,1.8868,0.25,0.1415,1,RECOVERY,12,1,93.0769
210,814613,Will the Democratic Progressive Party (DPP) win the most head of local government elections in the 2026 Taiwan local ele,Yes,2026-04-12T13:37:39+00:00,2026-04-14T13:38:09.518862,0.23,0.135,0.325,29.2308,1.0,4.3478,48.01,-0.413,0,TIMEOUT_48H,13,6,41.5385
211,630706,Will the Republicans win the Idaho Senate race in 2026?,No,2026-04-13T16:17:07+00:00,2026-04-14T13:38:09.519044,0.08,0.1,0.095,15.7895,1.0,12.5,21.35,0.25,1,RECOVERY,16,0,105.2632
212,629464,Will the Democrats win the Michigan governor race in 2026?,Yes,2026-04-14T13:07:48+00:00,2026-04-14T13:38:09.519180,0.555,0.665,0.675,17.7778,1.0,1.8018,0.51,0.1982,1,RECOVERY,13,1,98.5185
213,703733,Will Kenyan McDuffie win the 2026 Democratic D.C. Mayoral Primary?,Yes,2026-04-14T05:42:18+00:00,2026-04-14T13:53:26.706997,0.25,0.375,0.415,39.759,1.0,4.0,8.19,0.5,1,RECOVERY,5,1,90.3614
214,629324,Will the Democrats win the Florida governor race in 2026?,Yes,2026-04-14T13:53:27+00:00,2026-04-14T14:39:01.592534,0.225,0.26,0.275,18.1818,1.0,4.4444,0.76,0.1556,1,RECOVERY,13,1,94.5455
215,814612,Will Kuomintang (KMT) win the most head of local government elections in the 2026 Taiwan local elections?,No,2026-04-12T14:53:33+00:00,2026-04-14T14:54:13.223642,0.225,0.195,0.295,23.7288,1.0,4.4444,48.01,-0.1333,0,TIMEOUT_48H,14,6,66.1017
216,897030,"No listed company closes Warner Bros acquisition by June 30, 2027",Yes,2026-04-12T15:39:03+00:00,2026-04-14T15:41:54.631162,0.195,0.21,0.245,20.4082,1.0,5.1282,48.05,0.0769,1,TIMEOUT_48H,15,6,85.7143
217,629707,Will the Democrats win the Vermont governor race in 2026?,Yes,2026-04-14T13:53:27+00:00,2026-04-14T17:58:39.977309,0.17,0.19,0.2,15.0,1.0,5.8824,4.09,0.1176,1,RECOVERY,13,1,95.0
218,629627,Will the Democrats win the Rhode Island governor race in 2026?,No,2026-04-14T18:59:20+00:00,2026-04-14T19:29:40.163316,0.055,0.06,0.065,15.3846,1.0,18.1818,0.51,0.0909,1,RECOVERY,18,1,92.3077
219,568657,Will Russell Henley win the 2026 Masters tournament?,Yes,2026-04-12T20:27:34+00:00,2026-04-14T20:30:18.629905,0.0595,0.0595,0.1125,47.1111,1.0,16.8067,48.05,0.0,0,TIMEOUT_48H,20,6,52.8889
220,646254,Will the Columbus Blue Jackets make the NHL Playoffs?,Yes,2026-04-12T23:59:57+00:00,2026-04-15T00:02:30.703130,0.2,0.2,0.27,25.9259,1.0,5.0,48.04,0.0,0,TIMEOUT_48H,23,6,74.0741
221,966634,Will Jeremiyah Love go top 10 in the 2026 Pro Football draft? ,No,2026-04-13T01:15:50+00:00,2026-04-15T01:18:18.203848,0.0755,0.0755,0.1,24.5,1.0,13.245,48.04,0.0,0,TIMEOUT_48H,1,0,75.5
222,1006078,Will US GDP growth in Q1 2026 be between 3.0% and 3.5%?,Yes,2026-04-15T01:48:37+00:00,2026-04-15T02:03:47.377677,0.066,0.075,0.0815,19.0184,1.0,15.1515,0.25,0.1364,1,RECOVERY,1,2,92.0245
223,629464,Will the Democrats win the Michigan governor race in 2026?,No,2026-04-14T13:38:10+00:00,2026-04-15T02:49:17.962422,0.335,0.41,0.445,24.7191,1.0,2.9851,13.19,0.2239,1,RECOVERY,13,1,92.1348
224,1006073,Will US GDP growth in Q1 2026 be less than 1.0%?,Yes,2026-04-15T03:04:29+00:00,2026-04-15T03:19:40.499800,0.136,0.1595,0.164,17.0732,1.0,7.3529,0.25,0.1728,1,RECOVERY,3,2,97.2561
